t_index	term	df
5123	gossip	1
5124	gostran	1
5125	got	134
5126	gotten	11
5127	gov	61
5128	gove	1
5129	govern	347
5130	government	2
5131	governmentback	1
5132	governmentcontrol	2
5133	governmentown	3
5134	governmentrun	2
5135	governmentsponsor	1
5136	governmentsuppli	1
5137	governor	78
5138	gown	3
5139	grab	15
5140	grabbi	1
5141	grace	6
5142	graceless	1
5143	graciou	3
5144	grade	1
5145	grado	1
5146	gradual	9
5147	graduat	5
5148	graf	2
5149	graff	1
5150	graffiti	2
5151	graham	3
5152	grain	3
5153	graini	1
5154	gram	12
5155	gramm	3
5156	grammar	1
5157	grand	66
5158	grandchildren	2
5159	granddaught	4
5160	grandfath	2
5161	grandios	1
5162	grandma	1
5163	grandmaison	1
5164	grandmom	1
5165	grandmoth	5
5166	grandson	13
5167	granger	5
5168	granit	1
5169	grant	48
5170	grapevin	1
5171	graphic	2
5172	grappl	3
5173	grasp	7
5174	grassley	1
5175	grate	17
5176	gratifi	3
5177	gratitud	4
5178	grave	22
5179	gravesid	2
5180	gravest	1
5181	gravi	1
5182	gravit	1
5183	graviti	1
5184	gray	3
5185	graze	1
5186	great	97
5187	greater	29
5188	greaterwc	1
5189	greatest	17
5190	greatli	2
5191	greec	4
5192	greed	1
5193	greek	3
5194	green	17
5195	greenhous	1
5196	greenleaf	1
5197	greenway	1
5198	greenwood	2
5199	greet	32
5200	greg	20
5201	gregor	4
5202	gregori	1
5203	gregorio	1
5204	grenad	11
5205	grenada	2
5206	greta	3
5207	grew	19
5208	greybeard	1
5209	grid	2
5210	gridlock	2
5211	grief	10
5212	griev	8
5213	grievanc	4
5214	griffith	1
5215	grim	15
5216	grimac	4
5217	grimfac	3
5218	grin	5
5219	grind	4
5220	grip	18
5221	grisli	2
5222	gritti	1
5223	groan	1
5224	groceri	2
5225	groh	1
5226	groom	1
5227	groov	2
5228	grope	1
5229	grosanc	1
5230	grosjean	17
5231	gross	2
5232	grotesqu	3
5233	ground	104
5234	groundbreak	1
5235	groundless	3
5236	groundstrok	12
5237	groundwork	3
5238	group	192
5239	grove	1
5240	grow	61
5241	grown	16
5242	growth	8
5243	grubac	2
5244	gruber	1
5245	grucci	3
5246	grudg	1
5247	grudgingli	1
5248	gruel	5
5249	gruesom	2
5250	grumbl	2
5251	gruntlik	4
5252	gu	1
5253	guadalup	2
5254	guarante	21
5255	guaranti	2
5256	guard	80
5257	guardao	2
5258	guardian	5
5259	guardsmen	2
5260	guatemala	23
5261	guatemalan	2
5262	gubernatori	3
5263	guei	38
5264	guerilla	4
5265	guerrilla	18
5266	guess	16
5267	guest	14
5268	guevara	1
5269	guid	22
5270	guidedmissil	4
5271	guidelin	11
5272	guido	1
5273	guie	3
5274	guillermo	1
5275	guilt	4
5276	guilti	41
5277	guinea	2
5278	guis	3
5279	gujarat	39
5280	gujarati	2
5281	gujral	1
5282	gulch	1
5283	gulf	93
5284	gull	1
5285	gullast	1
5286	gun	47
5287	gunboat	2
5288	gunfight	1
5289	gunfir	9
5290	gungho	1
5291	gunman	2
5292	gunmen	1
5293	gunn	4
5294	gunrun	2
5295	gunshot	8
5296	guntot	1
5297	gupta	2
5298	gurney	1
5299	guru	1
5300	gustavo	17
5301	gut	4
5302	gutman	1
5303	guy	33
5304	guzman	2
5305	guzun	1
5306	gymnasium	3
5307	gyro	2
5308	gyrocompass	1
5309	gyroscop	3
5310	h	28
5311	ha	753
5312	haaretz	1
5313	haass	4
5314	habiar	1
5315	habib	1
5316	habit	2
5317	haddock	1
5318	hadhramaut	6
5319	hadi	1
5320	hadnt	7
5321	hadramaut	2
5322	hager	2
5323	hagerstown	2
5324	haggard	1
5325	haggl	1
5326	hagu	33
5327	hahdramaut	1
5328	hai	2
5329	haider	1
5330	haight	1
5331	hail	11
5332	haiphong	1
5333	hair	15
5334	hairbreadth	1
5335	hairstyl	5
5336	hairstylist	1
5337	haiti	1
5338	haitian	1
5339	hal	1
5340	hale	1
5341	halevi	2
5342	haley	1
5343	half	108
5344	halfbroth	1
5345	halfburi	1
5346	halfdozen	2
5347	halfeaten	1
5348	halfexpress	1
5349	halffinish	2
5350	halfhour	2
5351	halfinch	3
5352	halfmil	2
5353	halfmillion	1
5354	halfpric	1
5355	halfsist	1
5356	halfstaff	3
5357	halfvolley	1
5358	halfway	4
5359	haliberton	1
5360	hall	18
5361	halliburton	4
5362	halloffam	1
5363	hallway	3
5364	halprin	15
5365	halt	22
5366	hama	9
5367	hamhand	2
5368	hamilton	5
5369	hammer	12
5370	hammerfest	1
5371	hammock	1
5372	hamper	15
5373	hampshir	4
5374	hampton	1
5375	hamstr	1
5376	hamza	2
5377	hancock	1
5378	hand	152
5379	handcarri	1
5380	handcuf	3
5381	handgun	12
5382	handi	3
5383	handicap	1
5384	handili	1
5385	handl	37
5386	handler	1
5387	handov	6
5388	handpick	5
5389	handshak	4
5390	handsom	2
5391	handson	4
5392	handwring	3
5393	handwritten	4
5394	hang	23
5395	hangar	4
5396	hankey	1
5397	hanoi	39
5398	hanov	1
5399	hantuchova	6
5400	hap	1
5401	haphazard	1
5402	happen	145
5403	happi	36
5404	happier	4
5405	happiest	3
5406	happili	1
5407	harakiri	1
5408	haraldseid	1
5409	harass	5
5410	harbor	99
5411	harborsid	1
5412	harbour	1
5413	harburi	3
5414	hard	79
5415	hardbal	1
5416	hardcourt	3
5417	hardedg	1
5418	harden	4
5419	harder	10
5420	harderlin	1
5421	hardest	16
5422	hardestfought	1
5423	hardesthit	5
5424	hardfought	1
5425	hardhit	7
5426	hardi	2
5427	hardli	15
5428	hardlin	4
5429	hardship	6
5430	hardwar	1
5431	haren	13
5432	harerb	1
5433	harin	1
5434	harjivan	3
5435	harlem	1
5436	harley	1
5437	harm	8
5438	harmless	1
5439	harold	14
5440	harp	1
5441	harper	19
5442	harpoon	1
5443	harri	5
5444	harrison	2
5445	harrow	1
5446	harsh	16
5447	harshli	3
5448	hart	5
5449	harvard	2
5450	harvest	1
5451	harvey	1
5452	hashim	1
5453	hasid	3
5454	hasnt	22
5455	hass	1
5456	hassl	1
5457	hast	3
5458	hasten	1
5459	hastert	5
5460	hasti	2
5461	hastili	4
5462	hat	5
5463	hatch	24
5464	hate	6
5465	hatefil	2
5466	hatim	1
5467	hatr	8
5468	haul	6
5469	haunt	8
5470	haut	1
5471	havana	1
5472	havent	32
5473	havetohav	1
5474	haviar	2
5475	havoc	3
5476	haw	6
5477	hawaii	10
5478	hawk	2
5479	hawkin	25
5480	hawknos	1
5481	hawley	1
5482	hayat	2
5483	hazard	1
5484	head	204
5485	headach	2
5486	headband	4
5487	headdress	1
5488	headi	2
5489	headlight	1
5490	headlin	25
5491	headlinenewscom	2
5492	headmast	1
5493	headphon	1
5494	headquart	54
5495	headset	1
5496	headtohead	2
5497	headtoto	2
5498	headup	1
5499	headway	1
5500	heal	15
5501	heali	1
5502	health	72
5503	healthcar	1
5504	healthfood	1
5505	healthi	9
5506	heap	11
5507	hear	85
5508	heard	83
5509	heardnb	1
5510	hears	7
5511	hearst	9
5512	heart	42
5513	heartbeat	2
5514	heartbreak	2
5515	hearten	2
5516	heartfelt	3
5517	heat	28
5518	heath	2
5519	heattrap	1
5520	heaven	2
5521	heavi	56
5522	heaviest	2
5523	heavili	31
5524	heavilyarm	1
5525	heavylift	9
5526	heavyweight	6
5527	heck	1
5528	hed	13
5529	hedg	2
5530	heed	9
5531	heel	4
5532	hefe	1
5533	hegemoni	2
5534	heidi	2
5535	height	9
5536	heighten	29
5537	heir	9
5538	heiress	5
5539	heist	4
5540	heitkamp	2
5541	held	163
5542	helena	1
5543	helicopt	26
5544	hell	15
5545	hello	6
5546	helm	1
5547	helmet	11
5548	help	313
5549	helper	2
5550	helpless	4
5551	helplessli	1
5552	hem	1
5553	hemispher	4
5554	hen	1
5555	henc	3
5556	henderson	1
5557	henhous	1
5558	henin	3
5559	henman	12
5560	henri	35
5561	henrieta	3
5562	herald	6
5563	heraldmail	1
5564	herb	2
5565	herbert	1
5566	herculean	1
5567	herd	5
5568	heremani	1
5569	heritag	2
5570	hermann	1
5571	hernandez	5
5572	hernando	3
5573	hero	15
5574	heroic	8
5575	heroism	1
5576	herwig	1
5577	herzegovina	1
5578	hesit	6
5579	hetal	2
5580	heuberg	1
5581	hewitt	7
5582	hey	5
5583	hezbollah	4
5584	hi	666
5585	hiatu	2
5586	hiccup	1
5587	hicham	6
5588	hichim	1
5589	hickl	1
5590	hid	3
5591	hidden	5
5592	hide	53
5593	hideout	6
5594	hien	1
5595	high	137
5596	higher	41
5597	higherlevel	1
5598	higherrank	1
5599	highest	36
5600	highestprofil	1
5601	highexplos	3
5602	highfli	1
5603	highgrad	1
5604	highhand	1
5605	highland	3
5606	highlevel	7
5607	highli	37
5608	highlight	11
5609	highmax	1
5610	highpoint	1
5611	highpow	3
5612	highprofil	6
5613	highrank	9
5614	highris	8
5615	highsecur	6
5616	highspe	26
5617	highstak	2
5618	hightech	8
5619	highthreat	2
5620	highway	19
5621	hijazi	1
5622	hike	2
5623	hill	32
5624	hillari	59
5625	hilli	6
5626	hillsboro	1
5627	hillsid	18
5628	hilton	2
5629	hinder	2
5630	hindi	1
5631	hindsight	3
5632	hindu	8
5633	hing	6
5634	hingi	40
5635	hingisrazzano	1
5636	hingissel	1
5637	hint	10
5638	hinterland	3
5639	hip	2
5640	hirashima	3
5641	hire	11
5642	hiro	5
5643	hiromi	1
5644	hisashi	2
5645	hisham	1
5646	hispan	8
5647	histor	30
5648	histori	95
5649	historian	7
5650	historymak	3
5651	hit	114
5652	hitech	1
5653	hitler	2
5654	hitter	1
5655	hiv	1
5656	hive	1
5657	hm	1
5658	hmm	1
5659	hmo	2
5660	ho	25
5661	hoan	2
5662	hobbl	2
5663	hobe	1
5664	hobnob	1
5665	hodeidah	2
5666	hoe	4
5667	hoeven	1
5668	hoey	1
5669	hoffman	4
5670	holbrook	1
5671	hold	141
5672	holden	3
5673	holder	4
5674	holdov	1
5675	holdup	9
5676	hole	136
5677	holf	1
5678	holi	22
5679	holiday	26
5680	holiest	2
5681	hollow	1
5682	hollywood	5
5683	holtz	1
5684	homag	1
5685	homback	1
5686	home	316
5687	homebas	2
5688	homecom	6
5689	homegrown	3
5690	homeland	25
5691	homeless	23
5692	homemad	4
5693	homemak	2
5694	homeown	1
5695	homeport	7
5696	homestead	2
5697	hometown	16
5698	homework	1
5699	homicid	1
5700	homili	1
5701	hondura	9
5702	honduran	6
5703	honest	13
5704	honesti	5
5705	honestli	5
5706	honey	1
5707	honeycolor	1
5708	honeymoon	1
5709	hong	1
5710	honk	4
5711	honolulu	1
5712	honor	58
5713	honorif	1
5714	hoogenboom	1
5715	hook	1
5716	hooper	1
5717	hoopla	1
5718	hop	8
5719	hope	224
5720	horiuchi	2
5721	horizon	5
5722	horn	12
5723	horner	1
5724	horrend	3
5725	horribl	8
5726	horrif	6
5727	horrifi	5
5728	horror	3
5729	hors	6
5730	horsch	1
5731	horseback	3
5732	hose	9
5733	hosni	6
5734	hospit	88
5735	hoss	1
5736	host	22
5737	hostag	29
5738	hostagetak	2
5739	hostil	15
5740	hostnat	3
5741	hot	13
5742	hotb	2
5743	hotbutton	1
5744	hotel	69
5745	hoteol	1
5746	hothead	2
5747	hotli	9
5748	hound	2
5749	houphouetboigni	6
5750	hour	263
5751	hourbyhour	1
5752	houri	1
5753	hourli	1
5754	hourlong	3
5755	hous	293
5756	household	3
5757	housekeep	1
5758	housew	2
5759	housewif	1
5760	houston	11
5761	houstonbas	1
5762	hover	6
5763	howard	14
5764	howev	124
5765	hrbati	16
5766	httptravelstategov	1
5767	httptravelstategovtravel_warningshtml	1
5768	httptravelstategovwherehtml	1
5769	httpwwwadraorg	1
5770	httpwwwajwsorg	1
5771	httpwwwbiwcom	1
5772	httpwwwbnaibrithorg	1
5773	httpwwwbondjumpercom	1
5774	httpwwwcareorg	1
5775	httpwwwcarnahan2000com	4
5776	httpwwwcatholicrelieforg	1
5777	httpwwwcentcommil	2
5778	httpwwwcentcommilcomponentsnavcent_pagehtm	2
5779	httpwwwchinfonavymilnavpalibnewsnews_storiescolehtml	3
5780	httpwwwchinfonavymilnavpalibnewsnewsstoriescolehtml	1
5781	httpwwwchristianchildrensfundorg	1
5782	httpwwwchurchworldserviceorg	1
5783	httpwwwcomiamidadeflusfirerescu	1
5784	httpwwwconcernusaorg	1
5785	httpwwwcrwrcorg	1
5786	httpwwwdefenselinkmil	1
5787	httpwwwdefenselinkmilnewsoct2000b10202000_bt64800html	1
5788	httpwwwdirectrelieforg	1
5789	httpwwwdoctorswithoutbordersorg	1
5790	httpwwwdticmildpmo	2
5791	httpwwwdticmildpmopmseastatistical_reportshtm	2
5792	httpwwweucommiloperationsonwindexhtm	1
5793	httpwwwfhorg	1
5794	httpwwwfreepeltierorg	2
5795	httpwwwgbgmumcorg	1
5796	httpwwwgovstatem	5
5797	httpwwwgovstatemousbiohtm	1
5798	httpwwwhillary2000org	1
5799	httpwwwhousegovjudiciari	1
5800	httpwwwhqnavymilnatop	1
5801	httpwwwiamaworg	1
5802	httpwwwicblorg	1
5803	httpwwwincirlikafmil	1
5804	httpwwwinfousaidgov	1
5805	httpwwwirvingpdcom	9
5806	httpwwwjdcorg	1
5807	httpwwwjohnashcroftcom	3
5808	httpwwwjohnashcroftorg	1
5809	httpwwwkktvcom	1
5810	httpwwwlaziocom	1
5811	httpwwwlwrorg	1
5812	httpwwwmaporg	1
5813	httpwwwnationalcopsorg	1
5814	httpwwwnavstanorvanavymil	1
5815	httpwwwnavymil	4
5816	httpwwwngaorgsubtocngahtm	4
5817	httpwwwnleomfcom	1
5818	httpwwwnoparolepeltiercom	2
5819	httpwwwodcigovciapublicationsfactbookgeosvmhtml	4
5820	httpwwwohtno	1
5821	httpwwwohtnofleetindexhtml	1
5822	httpwwwopusaorg	1
5823	httpwwwoxfamamericaorg	1
5824	httpwwwpeacetreesvietnamorgdefaulthtm	1
5825	httpwwwredcrossorg	1
5826	httpwwwspearnavymilshipsddg67	7
5827	httpwwwstategov	3
5828	httpwwwstategovwwwregionsneacountrycp_yemenhtml	1
5829	httpwwwtdcjstatetxu	12
5830	httpwwwtdcjstatetxusindexhtm	1
5831	httpwwwunorgdeptsdpkomineundocsban_trtyhtm	1
5832	httpwwwusaorthembassyjtffahtm	2
5833	httpwwwusdojgov	1
5834	httpwwwuwintorg	1
5835	httpwwwworldconcernorg	1
5836	httpwwwworldrelieforg	1
5837	httpwwwworldvisionorg	1
5838	huaman	2
5839	huang	1
5840	hub	4
5841	hubbard	1
5842	hubbel	8
5843	hubbl	1
5844	huber	2
5845	hubert	5
5846	huckabe	1
5847	huddl	7
5848	hudson	2
5849	hue	1
5850	huff	1
5851	huffington	3
5852	huffman	1
5853	hug	14
5854	huge	77
5855	hugh	2
5856	hugo	1
5857	huh	3
5858	hulk	2
5859	hull	77
5860	hullryd	1
5861	human	60
5862	humanitarian	31
5863	humbl	7
5864	humbler	1
5865	humid	3
5866	humil	2
5867	humili	10
5868	humor	2
5869	humphrey	2
5870	hunch	2
5871	hundr	120
5872	hung	12
5873	hungari	3
5874	hunger	3
5875	hungri	11
5876	hunt	23
5877	hunta	1
5878	hunter	11
5879	huntsvil	1
5880	hurdl	4
5881	hurl	8
5882	hurrah	1
5883	hurri	4
5884	hurrican	6
5885	hurt	37
5886	hurtado	1
5887	husarova	2
5888	husband	72
5889	hush	1
5890	huski	2
5891	hussain	1
5892	hussan	1
5893	hussein	8
5894	hussian	1
5895	hut	1
5896	hutchinson	2
5897	hutchison	5
5898	hw	3
5899	hwa	1
5900	hyderabad	3
5901	hydra	1
5902	hyena	2
5903	hygien	1
5904	hymlek	1
5905	hymn	4
5906	hype	3
5907	hyperinfl	7
5908	hypothermia	2
5909	hypothet	6
5910	hyster	2
5911	hysteria	1
5912	hz	1
5913	ian	4
5914	iant	1
5915	iberoamerican	5
5916	ibrahim	2
5917	ice	3
5918	iceberg	1
5919	icg	1
5920	ick	2
5921	icn	1
5922	icon	5
5923	id	26
5924	ida	2
5925	idaho	3
5926	idea	41
5927	ideal	12
5928	ident	31
5929	identif	23
5930	identifi	96
5931	ideolog	10
5932	ideologu	1
5933	idyl	3
5934	ignacio	4
5935	ignit	1
5936	ignomini	4
5937	ignor	22
5938	igor	26
5939	ii	27
5940	iiera	5
5941	iii	9
5942	il	3
5943	ili	4
5944	ilic	2
5945	ilija	1
5946	ilk	1
5947	ill	47
5948	illadvis	1
5949	illconsid	1
5950	illeg	44
5951	illegitim	7
5952	illfat	1
5953	illicit	10
5954	illinoi	5
5955	illprepar	1
5956	illumin	1
5957	illus	3
5958	illustr	9
5959	illustri	2
5960	ilya	9
5961	im	154
5962	imag	28
5963	imagin	28
5964	imam	2
5965	imbal	1
5966	imbu	1
5967	imf	2
5968	imlegitim	1
5969	immacul	1
5970	immedi	124
5971	immens	3
5972	immers	1
5973	immigr	29
5974	immin	5
5975	immobil	2
5976	immor	1
5977	immun	2
5978	imp	1
5979	impact	33
5980	imparti	5
5981	impass	6
5982	impati	3
5983	impeach	21
5984	impecc	2
5985	imped	3
5986	impedi	1
5987	impeech	1
5988	impend	3
5989	impenetr	1
5990	imper	1
5991	impercept	1
5992	imperfect	2
5993	imperi	2
5994	imperialist	4
5995	imperson	3
5996	impetu	2
5997	impich	1
5998	implement	10
5999	impli	5
6000	implic	14
6001	implicit	2
6002	implod	1
6003	implor	2
6004	imponder	1
6005	import	137
6006	importantli	2
6007	importexport	1
6008	impos	31
6009	imposs	37
6010	impot	1
6011	impoverish	17
6012	impract	1
6013	impress	18
6014	imprimatur	1
6015	imprison	12
6016	improb	3
6017	impromptu	2
6018	improp	3
6019	improperli	1
6020	improprieti	1
6021	improv	59
6022	improvis	3
6023	impuls	2
6024	impun	4
6025	inabl	9
6026	inaccess	3
6027	inaccur	4
6028	inact	1
6029	inadequ	7
6030	inadequaci	1
6031	inadvert	1
6032	inappropri	9
6033	inaugur	26
6034	inc	2
6035	incap	2
6036	incapac	15
6037	incarcer	4
6038	incas	1
6039	incens	3
6040	incent	5
6041	incerlik	1
6042	inch	12
6043	inchon	1
6044	incid	47
6045	incident	1
6046	incirlik	2
6047	incit	7
6048	inclin	4
6049	includ	293
6050	inclus	4
6051	incom	13
6052	incompat	2
6053	incompet	1
6054	incomplet	6
6055	incomprehens	1
6056	inconceiv	2
6057	inconclus	3
6058	incorrect	2
6059	incorrectli	1
6060	incountri	1
6061	increas	42
6062	increasingli	30
6063	incred	19
6064	incredul	1
6065	incrimin	3
6066	incub	1
6067	incumb	30
6068	ind	2
6069	inde	26
6070	indecis	3
6071	indefens	1
6072	indefinit	14
6073	independ	96
6074	indepth	1
6075	index	1
6076	india	68
6077	indian	49
6078	indiana	5
6079	indianamerican	1
6080	indic	79
6081	indict	47
6082	indiffer	2
6083	indign	7
6084	indirect	1
6085	indirectli	4
6086	indiscret	1
6087	indispens	1
6088	indit	3
6089	individu	35
6090	indoamerican	1
6091	indochina	2
6092	indonesia	9
6093	indonesian	1
6094	indoor	6
6095	induc	2
6096	induct	1
6097	inducte	1
6098	indulg	1
6099	industri	28
6100	ineffect	5
6101	ineffectu	2
6102	ineffici	2
6103	inelig	1
6104	inequ	1
6105	inescap	2
6106	inevit	15
6107	inexcus	2
6108	inexpens	1
6109	inexplic	1
6110	infam	2
6111	infanc	1
6112	infant	8
6113	infect	6
6114	infest	2
6115	infight	3
6116	infiltr	10
6117	inflam	4
6118	inflamm	2
6119	inflat	19
6120	inflict	14
6121	influenc	46
6122	influencepeddl	2
6123	influenti	8
6124	influx	1
6125	inform	163
6126	infrastructur	3
6127	infuri	3
6128	ing	2
6129	ingal	3
6130	ingenu	1
6131	ingest	2
6132	inhabit	7
6133	inherit	4
6134	inhibit	2
6135	inim	1
6136	iniquit	1
6137	initi	93
6138	inject	8
6139	injur	159
6140	injuri	63
6141	injustic	2
6142	ink	1
6143	inkl	3
6144	inland	1
6145	inlay	1
6146	inmat	41
6147	inn	5
6148	innat	1
6149	inner	18
6150	innoc	30
6151	innocu	1
6152	innov	6
6153	innsbrook	2
6154	innumer	2
6155	inquir	1
6156	inquiri	30
6157	inquisit	3
6158	inquisitor	1
6159	insati	1
6160	insect	1
6161	insecur	1
6162	insepar	1
6163	insert	3
6164	insid	124
6165	insight	1
6166	insinu	1
6167	insist	91
6168	inspect	13
6169	inspector	13
6170	inspir	10
6171	inspit	1
6172	instabl	14
6173	instal	26
6174	instanc	16
6175	instant	4
6176	instantan	2
6177	instantli	15
6178	instead	72
6179	instil	1
6180	instinct	5
6181	institut	75
6182	institution	4
6183	instituto	1
6184	instruct	15
6185	instrument	11
6186	instrumentr	2
6187	insular	1
6188	insult	3
6189	insur	11
6190	insurg	17
6191	insurmount	1
6192	insurrect	3
6193	intact	6
6194	integr	6
6195	intellectu	5
6196	intellig	102
6197	intelligencegath	2
6198	intelligentia	1
6199	intend	49
6200	intens	29
6201	intensifi	15
6202	intent	33
6203	inter	1
6204	interact	2
6205	interamerican	1
6206	interced	3
6207	intercept	6
6208	intercontinent	1
6209	interdict	1
6210	interest	106
6211	interf	1
6212	interfax	8
6213	interfer	3
6214	interim	25
6215	interior	22
6216	intermediari	2
6217	intermingl	1
6218	intermitt	5
6219	intern	218
6220	internet	17
6221	internetstream	1
6222	interpret	8
6223	interraci	1
6224	interrog	16
6225	interrupt	13
6226	intersect	4
6227	interst	2
6228	intertwin	3
6229	interv	1
6230	interven	17
6231	intervent	14
6232	interview	120
6233	intifada	1
6234	intim	1
6235	intimid	7
6236	intoler	2
6237	intox	6
6238	intransit	1
6239	intric	2
6240	intricaci	1
6241	intrigu	5
6242	introduc	14
6243	introduct	2
6244	introductori	1
6245	introspect	1
6246	intrus	1
6247	intyr	2
6248	inund	2
6249	invad	2
6250	invalid	7
6251	invas	5
6252	invent	7
6253	invertedv	1
6254	invest	34
6255	investbanka	1
6256	investig	279
6257	investigat	1
6258	investor	16
6259	invigor	1
6260	invinc	2
6261	inviol	1
6262	invit	26
6263	invok	1
6264	involv	137
6265	inward	2
6266	iowa	11
6267	ipd	1
6268	ira	3
6269	iran	15
6270	irancontra	1
6271	iranian	3
6272	iranianback	2
6273	iraniraq	2
6274	iraq	24
6275	iraqi	7
6276	iraqiran	1
6277	irina	2
6278	irish	1
6279	iron	17
6280	ironfist	14
6281	ironi	1
6282	irrat	1
6283	irregular	17
6284	irrelev	2
6285	irrespons	3
6286	irrevers	4
6287	irrevoc	2
6288	irrit	1
6289	irv	24
6290	isabela	1
6291	ise	1
6292	isff	1
6293	isham	2
6294	isl	1
6295	islam	67
6296	islamabad	4
6297	islamicmilit	1
6298	islamist	1
6299	island	23
6300	islyki	1
6301	ismael	3
6302	isnt	16
6303	isol	34
6304	isolationist	1
6305	isra	40
6306	israel	72
6307	israeliegyptian	1
6308	israelipalestinian	9
6309	israelpalestinian	1
6310	issu	161
6311	issuanc	3
6312	istanbul	1
6313	itali	11
6314	italian	5
6315	itartass	4
6316	itch	2
6317	item	7
6318	itf	1
6319	ithaca	2
6320	itiner	1
6321	itinerari	4
6322	itll	2
6323	itogi	2
6324	iv	1
6325	iva	6
6326	ivan	4
6327	ivanak	1
6328	ivanov	20
6329	ivashkov	1
6330	ive	56
6331	ivo	1
6332	ivoirian	6
6333	ivoirit	2
6334	ivon	2
6335	ivori	51
6336	ivorian	24
6337	ivorianborn	3
6338	iwo	2
6339	izetbegov	1
6340	j	12
6341	ja	1
6342	jaar	2
6343	jack	20
6344	jacket	6
6345	jackhamm	2
6346	jacki	4
6347	jackson	4
6348	jacksonvil	2
6349	jacob	1
6350	jacobson	1
6351	jacqu	7
6352	jag	8
6353	jagdishthandra	1
6354	jagland	3
6355	jai	1
6356	jail	55
6357	jailbreak	1
6358	jaim	5
6359	jaisalm	1
6360	jakarta	1
6361	jake	25
6362	jalpataua	5
6363	jam	13
6364	jamal	6
6365	jambiya	1
6366	jame	56
6367	jami	2
6368	jan	42
6369	jana	1
6370	janata	3
6371	jane	9
6372	janel	1
6373	janet	16
6374	janett	2
6375	jang	2
6376	jangonibi	1
6377	janiss	3
6378	janitor	1
6379	jankov	1
6380	januari	22
6381	japan	64
6382	japanes	36
6383	jarcob	1
6384	jason	1
6385	jauntier	1
6386	javier	7
6387	jay	3
6388	jayantil	1
6389	jayn	5
6390	jayshre	1
6391	jaysukhlalani	1
6392	jazera	1
6393	jd	1
6394	jealous	1
6395	jean	50
6396	jeanbaptist	1
6397	jeann	1
6398	jeanni	2
6399	jeanpierr	2
6400	jeanren	2
6401	jeanyv	1
6402	jeb	2
6403	jeep	11
6404	jeevan	1
6405	jeff	4
6406	jefferson	15
6407	jefford	2
6408	jehangir	1
6409	jelena	8
6410	jen	4
6411	jenna	2
6412	jenni	1
6413	jennif	44
6414	jeopard	1
6415	jeopardi	2
6416	jerica	1
6417	jerk	1
6418	jerom	3
6419	jerri	9
6420	jerrold	1
6421	jerryrig	1
6422	jersey	19
6423	jerudong	1
6424	jerusalem	10
6425	jess	2
6426	jessi	2
6427	jesu	2
6428	jet	19
6429	jethwa	1
6430	jew	5
6431	jewel	1
6432	jewelri	3
6433	jewish	12
6434	jhonni	1
6435	jiang	7
6436	jiddah	1
6437	jig	1
6438	jihad	20
6439	jihadi	1
6440	jihadist	2
6441	jim	51
6442	jima	2
6443	jimen	1
6444	jimmi	10
6445	jingqian	1
6446	jiri	11
6447	jiten	1
6448	jitsukawa	1
6449	jo	9
6450	joachim	1
6451	joan	4
6452	job	102
6453	jobe	1
6454	jobless	2
6455	jobrel	1
6456	jochamowitz	2
6457	jockey	1
6458	jocular	1
6459	jodi	3
6460	joe	5
6461	joel	1
6462	joerg	1
6463	jog	1
6464	johann	1
6465	johansson	3
6466	john	135
6467	johnn	1
6468	johnni	1
6469	johnson	14
6470	join	117
6471	joint	31
6472	jointli	1
6473	joke	16
6474	jolt	8
6475	jon	14
6476	jonathan	12
6477	jone	13
6478	jong	2
6479	jordan	11
6480	jordanian	4
6481	jorg	3
6482	joschka	2
6483	jose	16
6484	joseph	42
6485	josh	1
6486	joshi	1
6487	joshua	3
6488	josip	1
6489	jospin	1
6490	jostl	2
6491	journalist	37
6492	journey	19
6493	journeyni	1
6494	joust	2
6495	jovanov	1
6496	jovic	1
6497	joy	12
6498	joyou	4
6499	joyous	1
6500	joyrid	1
6501	joytosna	3
6502	jr	26
6503	jrm	1
6504	juan	17
6505	juana	1
6506	juarez	1
6507	jubil	13
6508	judd	4
6509	judg	63
6510	judgement	1
6511	judgeship	1
6512	judgment	9
6513	judi	3
6514	judici	24
6515	judiciari	12
6516	judith	4
6517	juelusspeak	1
6518	jug	1
6519	juggler	1
6520	jugic	1
6521	jukic	1
6522	jul	1
6523	juli	60
6524	julio	4
6525	jumbl	2
6526	jump	17
6527	jumper	1
6528	jumpstart	1
6529	junction	1
6530	june	41
6531	jungl	1
6532	junior	9
6533	junk	10
6534	junta	22
6535	juntaback	6
6536	jurenovich	3
6537	jurgua	1
6538	juri	12
6539	jurisdict	2
6540	jurisprud	1
6541	jurist	1
6542	juror	2
6543	juryrig	2
6544	justic	101
6545	justif	5
6546	justifi	12
6547	justin	7
6548	k	7
6549	kafelnikov	29
6550	kaffu	1
6551	kahn	4
